order_id,order_time,store,customer_id,courier_id,courier_type,weather,basket_size,basket_value_toman,distance_km,prep_minutes,actual_route_km,rating,tip_toman,delivery_minutes
509055,2026-02-02 18:55:00,Vakilabad,U00830,C0094,motorcycle,clear,4,580000,3.84,5.7,4.12,3.0,0,25.1
510895,2026-02-02 19:30:00,Saadatabad,U02975,C0108,motorcycle,clear,3,376000,1.8,5.4,4.06,4.0,0,22.6
505473,2026-02-02 19:43:00,Saadatabad,U00041,C0008,bicycle,clear,4,541000,2.64,10.4,5.05,4.0,0,27.0
505663,2026-02-02 19:46:00,Punak,U01970,C0199,motorcycle,snow,4,680000,1.64,7.1,4.91,3.0,30000,33.6
508642,2026-02-02 19:47:00,Gohardasht,U01222,C0010,bicycle,,7,2042000,6.05,8.8,9.05,1.0,0,81.5
504520,2026-02-02 19:50:00,Punak,U00567,C0145,motorcycle,rain,5,590000,2.77,6.7,3.19,4.0,0,20.7
503301,2026-02-02 20:12:00,Vakilabad,U02299,C0102,motorcycle,clear,4,184000,3.78,5.5,4.76,3.0,26000,26.3
505800,2026-02-02 20:16:00,Punak,U02588,C0152,motorcycle,,2,303000,2.42,4.7,2.42,2.0,0,36.5
507007,2026-02-02 20:21:00,Vakilabad,U01052,C0162,motorcycle,clear,4,480000,3.12,5.6,3.4,4.0,0,19.5
502447,2026-02-02 20:34:00,Saadatabad,U01888,C0050,motorcycle,clear,5,856000,1.36,6.6,2.08,4.0,0,19.5
505940,2026-02-02 20:48:00,Saadatabad,U00980,C0159,motorcycle,rain,5,469000,1.19,6.9,1.19,5.0,0,10.3
509411,2026-02-02 21:17:00,Vakilabad,U00239,C0145,motorcycle,rain,4,386000,1.07,12.4,2.21,5.0,0,18.0
509784,2026-02-02 21:23:00,Vakilabad,U00494,C0033,bicycle,clear,3,393000,3.01,5.1,5.1,2.0,34000,33.6
507430,2026-02-03 11:06:00,Vakilabad,U02696,C0142,motorcycle,rain,7,1516000,1.78,10.1,2.22,2.0,0,23.9
503478,2026-02-03 11:51:00,Punak,U00539,C0005,motorcycle,rain,3,481000,4.0,4.7,7.94,3.0,0,34.5
507598,2026-02-03 11:58:00,Vakilabad,U00765,C0170,motorcycle,clear,3,322000,2.12,6.7,2.76,5.0,0,19.1
506123,2026-02-03 12:10:00,Vakilabad,U00339,C0029,motorcycle,clear,3,528000,1.83,7.8,2.83,4.0,0,16.4
511959,2026-02-03 12:16:00,Vakilabad,U02156,C0166,motorcycle,clear,3,842000,2.06,5.3,2.06,4.0,0,19.3
510146,2026-02-03 12:34:00,Gohardasht,U00580,C0169,bicycle,clear,2,264000,2.36,4.4,2.87,4.0,17000,20.8
501265,2026-02-03 12:52:00,Vakilabad,U00062,C0061,motorcycle,clear,9,2346000,4.09,9.8,7.37,3.0,27000,27.9
509768,2026-02-03 13:18:00,Gohardasht,U00004,C0103,bicycle,clear,2,281000,2.51,5.1,2.51,3.0,0,22.6
507343,2026-02-03 13:57:00,Saadatabad,U02013,C0076,bicycle,clear,3,284000,2.25,5.5,2.81,4.0,0,14.0
505171,2026-02-03 14:03:00,Punak,U02388,C0105,motorcycle,clear,4,341000,1.58,7.2,2.25,4.0,0,11.2
504747,2026-02-03 14:17:00,Saadatabad,U01057,C0199,motorcycle,clear,3,706000,3.16,7.5,5.06,4.0,0,22.3
500276,2026-02-03 14:27:00,Gohardasht,U00587,C0024,motorcycle,clear,3,795000,3.03,5.0,4.43,3.0,0,24.1
507169,2026-02-03 14:37:00,Punak,U00605,C0078,motorcycle,clear,3,167000,1.43,5.0,1.43,4.0,0,13.5
506959,2026-02-03 17:16:00,Vakilabad,U02676,C0082,bicycle,clear,4,418000,1.69,6.9,1.69,4.0,0,22.6
510148,2026-02-03 17:45:00,Vakilabad,U00136,C0122,motorcycle,clear,7,1088000,1.9,10.1,3.05,4.0,0,19.9
507173,2026-02-03 17:59:00,Vakilabad,U01143,C0177,motorcycle,rain,3,252000,2.13,4.7,2.13,4.0,0,17.8
510782,2026-02-03 18:04:00,Punak,U00939,C0040,motorcycle,clear,5,213000,3.68,7.2,3.68,4.0,30000,16.5
510688,2026-02-03 18:29:00,Punak,U00703,C0051,motorcycle,clear,5,942000,0.38,6.5,0.58,5.0,0,9.4
503969,2026-02-03 18:51:00,Punak,U02991,C0051,motorcycle,rain,6,472000,0.3,8.3,0.31,5.0,36000,11.1
503345,2026-02-03 18:56:00,Punak,U01359,C0112,bicycle,clear,2,203000,3.37,4.7,3.55,3.0,26000,28.1
501518,2026-02-03 19:07:00,Punak,U02135,C0037,bicycle,clear,3,347000,1.49,5.5,3.07,5.0,0,12.8
501147,2026-02-03 19:19:00,Punak,U02065,C0127,motorcycle,clear,4,580000,0.3,7.7,0.53,4.0,0,15.9
505555,2026-02-03 19:27:00,Punak,U01031,C0119,motorcycle,rain,1,68000,3.83,3.0,5.64,2.0,0,32.3
503168,2026-02-03 20:06:00,Vakilabad,U00151,C0094,motorcycle,clear,4,521000,2.0,6.4,2.64,3.0,0,20.4
500099,2026-02-03 20:06:00,Vakilabad,U01814,C0136,motorcycle,clear,5,557000,1.54,,2.3,4.0,0,20.1
505474,2026-02-03 20:16:00,Saadatabad,U00217,C0051,motorcycle,clear,5,298000,1.29,6.7,1.29,5.0,0,10.5
501777,2026-02-03 20:17:00,Saadatabad,U00724,C0134,motorcycle,rain,7,1323000,3.91,8.2,5.44,4.0,0,25.2
500236,2026-02-03 20:21:00,Punak,U01952,C0177,motorcycle,clear,4,278000,3.19,5.4,6.51,3.0,52000,32.8
508205,2026-02-03 20:22:00,Gohardasht,U00039,C0172,motorcycle,clear,2,227000,2.31,5.3,4.31,3.0,0,29.2
507358,2026-02-03 20:36:00,Vakilabad,U02445,C0075,bicycle,rain,6,626000,2.53,7.2,4.51,3.0,0,33.9
508801,2026-02-03 20:48:00,Vakilabad,U00018,C0191,motorcycle,,5,913000,2.28,7.2,2.28,4.0,0,17.8
500731,2026-02-03 20:58:00,Punak,U01500,C0011,motorcycle,clear,4,412000,1.03,5.4,1.39,4.0,0,13.9
501061,2026-02-03 21:09:00,Vakilabad,U00590,C0190,motorcycle,clear,6,371000,3.02,7.3,3.27,4.0,0,29.1
500517,2026-02-03 21:18:00,Gohardasht,U01310,C0039,motorcycle,clear,4,661000,3.2,6.4,7.02,3.0,0,32.5
506962,2026-02-03 21:32:00,Vakilabad,U00037,C0056,bicycle,clear,3,378000,2.07,5.2,2.96,3.0,0,20.6
501551,2026-02-03 21:37:00,Gohardasht,U00470,C0199,motorcycle,rain,4,377000,1.23,6.0,2.01,4.0,0,21.6
502360,2026-02-03 21:37:00,Saadatabad,U00838,C0097,motorcycle,clear,6,1621000,3.03,7.3,7.36,2.0,0,34.0
508593,2026-02-03 21:40:00,Vakilabad,U02446,C0106,motorcycle,snow,3,480000,4.52,5.2,4.52,3.0,0,31.4
507537,2026-02-03 21:42:00,Vakilabad,U02430,C0112,bicycle,,6,1316000,2.62,10.6,2.78,3.0,0,33.2
503955,2026-02-03 21:47:00,Punak,U00873,C0154,motorcycle,clear,4,656000,1.19,7.4,1.8,5.0,32000,10.6
510102,2026-02-03 21:49:00,Gohardasht,U02600,C0051,motorcycle,clear,7,925000,4.33,8.4,4.47,3.0,0,28.5
511044,2026-02-03 21:53:00,Saadatabad,U02417,C0164,motorcycle,clear,4,573000,3.02,6.0,3.02,3.0,0,21.6
500439,2026-02-04 11:43:00,Punak,U02181,C0142,motorcycle,clear,6,787000,3.53,7.8,5.1,3.0,26000,25.3
508496,2026-02-04 12:09:00,Punak,U01233,C0080,motorcycle,clear,5,463000,3.87,6.6,4.52,4.0,0,16.1
501612,2026-02-04 12:19:00,Gohardasht,U00784,C0130,motorcycle,clear,2,142000,3.52,5.0,7.28,2.0,0,37.6
508703,2026-02-04 12:38:00,Saadatabad,U02942,C0130,motorcycle,clear,2,173000,1.59,5.7,1.64,4.0,0,11.7
501161,2026-02-04 12:39:00,Gohardasht,U02775,C0147,bicycle,rain,5,862000,1.68,6.6,1.71,4.0,0,15.5
503520,2026-02-04 13:32:00,Saadatabad,U00125,C0013,bicycle,clear,4,378000,1.12,6.0,1.16,4.0,0,12.3
503406,2026-02-04 13:41:00,Gohardasht,U00806,C0038,motorcycle,clear,6,511000,2.33,10.6,2.67,4.0,0,22.3
503417,2026-02-04 13:47:00,Vakilabad,U00756,C0028,bicycle,snow,3,544000,2.1,7.4,3.8,1.0,42000,49.4
508932,2026-02-04 14:04:00,Punak,U02797,C0173,motorcycle,clear,7,582000,1.59,9.0,2.45,4.0,0,18.8
506035,2026-02-04 17:10:00,Saadatabad,U01592,C0051,motorcycle,clear,2,299000,1.26,4.2,1.35,4.0,0,11.4
502852,2026-02-04 18:14:00,Saadatabad,U01319,C0050,motorcycle,snow,8,1370000,4.01,9.2,5.22,3.0,0,34.8
508474,2026-02-04 18:25:00,Gohardasht,U02332,C0018,motorcycle,clear,4,253000,2.65,7.2,3.76,2.0,0,24.4
506507,2026-02-04 18:47:00,Punak,U02440,C0182,motorcycle,clear,3,511000,2.96,5.2,2.96,4.0,46000,27.2
509980,2026-02-04 18:55:00,Saadatabad,U01938,C0051,motorcycle,clear,2,409000,2.78,4.4,2.78,4.0,0,15.5
508964,2026-02-04 18:55:00,Gohardasht,U01277,C0164,motorcycle,clear,4,374000,3.44,6.5,3.44,3.0,0,25.9
510294,2026-02-04 18:59:00,Punak,U01723,C0158,bicycle,clear,3,225000,4.28,8.9,4.36,3.0,0,24.8
504622,2026-02-04 19:29:00,Vakilabad,U00387,C0096,motorcycle,clear,4,678000,2.64,10.5,3.13,4.0,0,15.8
505509,2026-02-04 19:47:00,Saadatabad,U00191,C0050,motorcycle,rain,6,428000,0.91,7.6,1.87,3.0,0,20.2
504874,2026-02-04 19:47:00,Gohardasht,U01114,C0103,bicycle,rain,1,79000,1.8,4.3,2.38,4.0,41000,24.2
511017,2026-02-04 20:00:00,Saadatabad,U01832,C0107,motorcycle,clear,5,637000,2.27,11.3,2.57,5.0,40000,16.7
509868,2026-02-04 20:08:00,Punak,U02992,C0005,motorcycle,clear,3,320000,3.36,6.5,5.25,3.0,0,24.9
506857,2026-02-04 20:10:00,Punak,U01592,C0123,motorcycle,clear,2,508000,3.44,4.3,3.9,4.0,0,22.2
506954,2026-02-04 20:12:00,Gohardasht,U01224,C0051,motorcycle,clear,3,396000,4.39,5.5,7.11,3.0,0,34.6
506394,2026-02-04 20:21:00,Saadatabad,U02948,C0127,motorcycle,clear,7,995000,2.67,10.6,2.67,5.0,0,19.4
501894,2026-02-04 20:21:00,Saadatabad,U02376,C0106,motorcycle,rain,7,691000,1.97,9.0,2.88,5.0,0,21.4
506209,2026-02-04 20:34:00,Vakilabad,U00943,C0187,motorcycle,clear,3,261000,2.81,4.9,4.38,4.0,0,22.5
511761,2026-02-04 20:37:00,Gohardasht,U02227,C0181,motorcycle,rain,7,847000,1.68,8.2,2.15,4.0,0,24.6
507483,2026-02-04 20:51:00,Gohardasht,U02492,C0051,motorcycle,clear,5,315000,3.19,6.4,5.47,3.0,14000,30.0
502511,2026-02-04 21:08:00,Saadatabad,U00297,C0012,motorcycle,clear,4,442000,1.88,5.4,1.88,4.0,0,12.8
505636,2026-02-04 21:18:00,Saadatabad,U01929,C0111,motorcycle,clear,8,1842000,2.31,9.5,2.94,4.0,0,22.9
508916,2026-02-04 21:39:00,Saadatabad,U00702,C0094,motorcycle,clear,5,835000,1.42,7.3,2.33,4.0,0,17.4
510444,2026-02-04 21:46:00,Saadatabad,U00066,C0098,motorcycle,clear,3,588000,3.66,5.9,3.79,4.0,27000,25.8
503214,2026-02-04 21:55:00,Punak,U02578,C0162,motorcycle,clear,3,582000,3.62,6.9,7.61,3.0,73000,32.4
509219,2026-02-04 22:21:00,Saadatabad,U01491,C0074,motorcycle,clear,3,302000,4.06,7.1,4.06,3.0,0,40.6
501552,2026-02-05 11:08:00,Punak,U02458,C0027,motorcycle,snow,3,147000,1.77,5.8,2.5,4.0,0,27.1
509534,2026-02-05 11:41:00,Gohardasht,U02519,C0125,motorcycle,clear,3,572000,3.08,7.0,3.08,3.0,0,25.6
504065,2026-02-05 11:44:00,Vakilabad,U01615,C0178,motorcycle,clear,3,455000,3.09,5.1,3.09,5.0,0,22.3
503679,2026-02-05 12:04:00,Vakilabad,U02744,C0090,motorcycle,clear,2,189000,1.55,4.0,2.88,4.0,0,12.1
503048,2026-02-05 12:08:00,Saadatabad,U01232,C0172,motorcycle,clear,7,648000,3.79,9.7,6.54,4.0,24000,30.7
504416,2026-02-05 12:59:00,Saadatabad,U01950,C0155,motorcycle,clear,7,621000,2.8,8.7,3.29,4.0,43000,15.1
509813,2026-02-05 13:08:00,Vakilabad,U02656,C0051,motorcycle,clear,2,86000,2.43,4.7,3.93,3.0,0,22.0
501033,2026-02-05 13:18:00,Punak,U00626,C0009,bicycle,clear,6,809000,4.76,7.8,6.04,2.0,0,27.5
500176,2026-02-05 13:24:00,Vakilabad,U00314,C0199,motorcycle,clear,3,1475000,4.12,5.9,4.12,3.0,0,23.7
504830,2026-02-05 14:21:00,Gohardasht,U02373,C0088,motorcycle,,3,344000,1.95,4.6,2.2,5.0,0,15.0
505596,2026-02-05 15:13:00,Saadatabad,U02020,C0158,bicycle,clear,6,1095000,5.52,7.1,5.52,4.0,0,25.4
505366,2026-02-05 15:33:00,Vakilabad,U00416,C0056,bicycle,clear,3,319000,3.5,4.6,8.97,2.0,0,38.2
503737,2026-02-05 18:04:00,Punak,U02395,C0172,motorcycle,clear,4,543000,1.47,7.5,1.65,4.0,38000,17.3
504799,2026-02-05 18:12:00,Punak,U00529,C0195,motorcycle,clear,3,333000,0.3,5.6,0.57,5.0,0,7.4
508256,2026-02-05 18:46:00,Punak,U02031,C0016,motorcycle,clear,5,471000,2.95,7.1,3.33,4.0,0,20.3
505475,2026-02-05 19:11:00,Saadatabad,U02760,C0199,motorcycle,clear,6,561000,3.01,8.1,6.49,3.0,30000,30.3
509172,2026-02-05 19:16:00,Gohardasht,U02949,C0112,bicycle,clear,5,1746000,1.73,6.4,2.96,1.0,0,55.8
505087,2026-02-05 19:19:00,Punak,U00160,C0150,motorcycle,clear,4,472000,2.63,5.6,2.63,4.0,0,17.2
508485,2026-02-05 19:20:00,Saadatabad,U00484,C0031,motorcycle,clear,5,680000,4.2,6.5,8.29,3.0,0,33.7
502311,2026-02-05 19:21:00,Saadatabad,U01091,C0157,bicycle,clear,2,239000,3.01,5.4,5.36,4.0,0,25.8
511185,2026-02-05 19:25:00,Gohardasht,U00642,C0039,motorcycle,clear,4,448000,1.93,6.1,2.28,4.0,24000,17.8
509364,2026-02-05 19:28:00,Saadatabad,U01935,C0112,bicycle,rain,4,469000,2.7,5.6,2.7,2.0,0,32.7
511172,2026-02-05 19:54:00,Saadatabad,U00905,C0187,motorcycle,clear,2,221000,1.98,5.6,1.98,3.0,0,10.9
500582,2026-02-05 20:12:00,Punak,U00314,C0103,bicycle,clear,4,890000,2.49,5.8,2.49,4.0,0,19.9
505958,2026-02-05 20:12:00,Vakilabad,U00191,C0061,motorcycle,clear,2,180000,3.27,6.8,3.7,4.0,0,16.6
503277,2026-02-05 20:26:00,Punak,U00599,C0079,motorcycle,clear,5,538000,2.62,8.1,2.89,5.0,12000,19.1
505965,2026-02-05 20:28:00,Saadatabad,U00440,C0140,motorcycle,clear,6,641000,1.23,11.2,1.33,4.0,35000,10.1
509635,2026-02-05 20:35:00,Punak,U00225,C0167,bicycle,clear,5,1079000,1.54,6.5,3.54,3.0,0,23.0
507856,2026-02-05 21:19:00,Gohardasht,U01532,C0186,motorcycle,clear,5,491000,1.41,6.5,1.41,4.0,44000,18.7
510400,2026-02-05 21:21:00,Saadatabad,U00427,C0183,bicycle,clear,4,443000,2.14,5.5,4.37,3.0,0,26.6
505695,2026-02-05 21:23:00,Punak,U00662,C0007,motorcycle,clear,5,784000,2.46,6.6,4.14,4.0,20000,17.6
507271,2026-02-05 23:23:00,Vakilabad,U02938,C0172,motorcycle,,3,688000,1.08,6.9,1.14,3.0,0,17.1
508649,2026-02-06 11:27:00,Gohardasht,U01281,C0129,motorcycle,clear,7,2140000,1.9,9.8,2.59,3.0,0,24.2
501677,2026-02-06 11:40:00,Saadatabad,U00551,C0056,bicycle,clear,7,848000,3.7,9.5,4.65,3.0,0,21.8
505599,2026-02-06 11:53:00,Gohardasht,U02464,C0165,bicycle,rain,6,706000,1.25,7.6,2.01,4.0,101000,23.3
506381,2026-02-06 12:02:00,Saadatabad,U01914,C0173,motorcycle,clear,4,787000,0.97,6.2,1.14,5.0,0,11.3
510305,2026-02-06 12:40:00,Saadatabad,U02626,C0171,motorcycle,,2,512000,0.63,7.1,0.74,5.0,0,13.6
505426,2026-02-06 12:40:00,Punak,U00276,C0122,motorcycle,clear,4,686000,0.97,6.0,1.49,5.0,47000,10.3
501548,2026-02-06 13:04:00,Vakilabad,U02780,C0164,motorcycle,clear,5,253000,1.57,6.5,1.57,4.0,0,15.2
500298,2026-02-06 13:39:00,Punak,U00252,C0199,motorcycle,clear,3,215000,0.3,5.7,0.55,4.0,0,8.5
503487,2026-02-06 13:50:00,Vakilabad,U01870,C0196,motorcycle,snow,7,2397000,3.15,9.5,3.6,3.0,30000,21.9
502535,2026-02-06 14:01:00,Punak,U01009,C0056,bicycle,clear,6,609000,2.34,8.8,3.53,4.0,0,18.7
505632,2026-02-06 14:09:00,Saadatabad,U01192,C0050,motorcycle,,6,1151000,2.96,8.4,3.13,4.0,0,19.1
511379,2026-02-06 14:35:00,Vakilabad,U02890,C0054,motorcycle,clear,5,528000,3.81,7.5,5.75,3.0,0,29.7
506613,2026-02-06 18:03:00,Vakilabad,U00407,C0040,motorcycle,clear,3,621000,4.05,8.0,4.11,4.0,42000,21.2
507578,2026-02-06 18:15:00,Saadatabad,U01612,C0185,motorcycle,rain,1,78000,1.49,2.9,2.36,4.0,0,18.5
501957,2026-02-06 18:30:00,Saadatabad,U00877,C0079,motorcycle,clear,6,793000,2.39,7.4,3.46,5.0,0,20.1
500687,2026-02-06 18:35:00,Saadatabad,U02808,C0078,motorcycle,clear,8,1308000,2.09,9.0,2.09,5.0,0,15.2
507934,2026-02-06 19:17:00,Saadatabad,U02795,C0128,motorcycle,clear,5,781000,2.9,9.0,3.69,4.0,0,20.8
508978,2026-02-06 19:41:00,Saadatabad,U02173,C0096,motorcycle,clear,8,452000,2.56,12.2,2.88,5.0,66000,12.2
500796,2026-02-06 19:53:00,Vakilabad,U00377,C0128,motorcycle,clear,4,489000,5.35,5.6,10.07,1.0,0,46.5
506637,2026-02-06 20:03:00,Punak,U02172,C0051,motorcycle,clear,5,354000,0.51,11.0,0.8,5.0,0,11.5
503333,2026-02-06 20:05:00,Gohardasht,U00864,C0106,motorcycle,rain,2,173000,1.8,4.6,1.8,4.0,0,19.6
505414,2026-02-06 20:16:00,Gohardasht,U00111,C0106,motorcycle,clear,3,277000,1.71,6.1,3.23,3.0,0,26.6
509511,2026-02-06 20:22:00,Saadatabad,U00987,C0122,motorcycle,snow,3,650000,3.27,5.2,3.41,4.0,0,21.4
506424,2026-02-06 20:35:00,Punak,U00046,C0027,motorcycle,clear,10,976000,3.16,14.3,3.51,3.0,0,29.1
502805,2026-02-06 20:37:00,Saadatabad,U01055,C0079,motorcycle,clear,3,532000,0.3,5.0,0.47,5.0,41000,7.4
508606,2026-02-06 20:38:00,Saadatabad,U00619,C0039,motorcycle,clear,5,461000,0.83,6.7,0.94,4.0,0,8.7
504154,2026-02-06 20:43:00,Saadatabad,U00973,C0134,motorcycle,rain,3,369000,2.54,5.0,4.61,3.0,0,23.2
501665,2026-02-06 21:00:00,Punak,U00682,C0170,motorcycle,clear,2,190000,2.22,5.9,2.22,3.0,20000,18.7
503427,2026-02-06 21:26:00,Gohardasht,U01206,C0037,bicycle,clear,7,812000,1.23,9.1,1.23,5.0,19000,10.0
502930,2026-02-07 11:34:00,Saadatabad,U00906,C0078,motorcycle,clear,4,592000,2.51,6.0,4.86,5.0,0,20.9
506065,2026-02-07 12:06:00,Vakilabad,U00280,C0005,motorcycle,clear,6,1687000,2.7,10.5,6.32,4.0,37000,27.4
500360,2026-02-07 12:55:00,Punak,U01211,C0058,motorcycle,clear,2,301000,3.39,5.3,3.8,5.0,0,14.0
511439,2026-02-07 13:38:00,Gohardasht,U01086,C0013,bicycle,clear,5,722000,1.46,6.4,1.46,4.0,0,16.6
506156,2026-02-07 13:46:00,Saadatabad,U01075,C0134,motorcycle,clear,5,777000,0.83,8.5,1.37,4.0,18000,6.8
504562,2026-02-07 13:52:00,Punak,U02587,C0075,bicycle,,3,328000,2.96,5.0,6.43,2.0,0,34.1
503376,2026-02-07 14:06:00,Saadatabad,U00453,C0082,bicycle,clear,3,508000,3.68,6.6,6.9,4.0,25000,37.7
508620,2026-02-07 14:23:00,Vakilabad,U02411,C0165,bicycle,clear,2,249000,0.72,4.7,1.13,5.0,0,15.5
501330,2026-02-07 14:24:00,Saadatabad,U00261,C0192,motorcycle,clear,5,519000,1.81,6.5,3.29,3.0,23000,19.4
504778,2026-02-07 15:24:00,Punak,U01082,C0140,motorcycle,clear,2,418000,1.37,4.0,1.37,5.0,0,9.7
501190,2026-02-07 17:42:00,Punak,U01620,C0045,motorcycle,clear,6,472000,2.74,7.4,4.22,2.0,0,23.6
508736,2026-02-07 18:04:00,Saadatabad,U02516,C0023,bicycle,clear,5,544000,0.45,8.9,0.53,5.0,0,13.2
501833,2026-02-07 18:11:00,Saadatabad,U01280,C0061,motorcycle,clear,2,425000,3.69,5.3,3.69,5.0,12000,14.5
507817,2026-02-07 18:20:00,Saadatabad,U02983,C0009,bicycle,clear,6,700000,4.83,7.2,4.83,4.0,0,24.3
511418,2026-02-07 18:34:00,Saadatabad,U00968,C0005,motorcycle,clear,5,423000,4.71,6.5,5.72,5.0,0,25.3
506625,2026-02-07 18:37:00,Gohardasht,U01646,C0094,motorcycle,rain,4,491000,2.21,6.2,2.54,4.0,0,23.4
503351,2026-02-07 18:40:00,Gohardasht,U00956,C0135,motorcycle,clear,3,233000,2.02,6.6,2.02,3.0,0,23.5
505339,2026-02-07 19:01:00,Gohardasht,U02842,C0037,bicycle,clear,6,872000,3.25,7.6,3.55,3.0,0,20.3
510221,2026-02-07 19:27:00,Vakilabad,U00476,C0172,motorcycle,clear,4,503000,2.15,6.0,3.55,3.0,0,25.2
507144,2026-02-07 19:37:00,Gohardasht,U00842,C0164,motorcycle,clear,8,1041000,1.47,9.3,1.47,3.0,0,19.6
511415,2026-02-07 19:50:00,Vakilabad,U00638,C0050,motorcycle,clear,3,199000,3.3,4.7,4.47,4.0,0,27.6
500697,2026-02-07 19:54:00,Vakilabad,U02781,C0006,motorcycle,clear,3,297000,2.32,4.9,6.06,3.0,0,29.9
510092,2026-02-07 20:05:00,Saadatabad,U00318,C0181,motorcycle,clear,2,355000,1.98,3.8,4.71,3.0,0,25.5
501063,2026-02-07 20:16:00,Saadatabad,U01809,C0092,motorcycle,clear,2,371000,2.56,6.9,3.12,4.0,0,15.6
508602,2026-02-07 20:20:00,Punak,U00757,C0125,motorcycle,rain,2,202000,0.34,4.6,0.46,3.0,0,18.1
508013,2026-02-07 20:24:00,Saadatabad,U00263,C0016,motorcycle,clear,4,249000,2.12,6.2,2.55,4.0,0,14.6
502207,2026-02-07 20:28:00,Saadatabad,U01077,C0056,bicycle,clear,6,908000,0.35,10.4,0.55,5.0,14000,9.2
508020,2026-02-07 20:37:00,Vakilabad,U02921,C0200,motorcycle,rain,3,182000,3.7,,4.85,3.0,32000,29.9
503383,2026-02-07 20:43:00,Gohardasht,U00396,C0078,motorcycle,clear,5,962000,2.06,8.2,2.11,4.0,0,20.8
509847,2026-02-07 20:51:00,Punak,U02610,C0199,motorcycle,clear,5,328000,2.23,8.6,3.76,3.0,0,21.9
506817,2026-02-07 20:56:00,Punak,U02245,C0094,motorcycle,rain,3,268000,2.55,4.9,3.54,4.0,0,27.9
505310,2026-02-07 20:57:00,Vakilabad,U00507,C0051,motorcycle,clear,1,173000,4.63,4.3,8.94,2.0,54000,38.5
511818,2026-02-07 21:00:00,Vakilabad,U01655,C0096,motorcycle,clear,6,597000,2.18,7.8,2.18,4.0,43000,11.5
504671,2026-02-07 21:02:00,Gohardasht,U02169,C0086,motorcycle,clear,6,1036000,3.38,9.0,4.54,4.0,0,24.8
500242,2026-02-07 21:04:00,Saadatabad,U00724,C0159,motorcycle,,2,340000,0.32,5.3,0.68,5.0,0,8.7
500600,2026-02-07 21:13:00,Punak,U00885,C0082,bicycle,rain,3,318000,2.51,5.2,2.51,4.0,0,23.8
501960,2026-02-07 21:16:00,Saadatabad,U01316,C0050,motorcycle,clear,5,779000,1.1,6.3,1.11,4.0,0,13.9
507725,2026-02-07 21:23:00,Vakilabad,U00561,C0128,motorcycle,clear,4,552000,2.75,6.7,4.02,4.0,27000,23.1
501192,2026-02-07 21:30:00,Gohardasht,U02230,C0015,motorcycle,clear,3,146000,0.59,5.3,0.82,5.0,0,10.5
506607,2026-02-07 21:32:00,Punak,U02837,C0127,motorcycle,rain,4,844000,0.9,5.7,1.22,5.0,54000,17.1
501524,2026-02-07 21:47:00,Saadatabad,U00537,C0159,motorcycle,clear,6,571000,3.99,10.1,4.8,4.0,55000,20.7
502759,2026-02-07 21:57:00,Punak,U00918,C0106,motorcycle,rain,4,294000,2.14,6.7,2.93,4.0,0,21.0
501162,2026-02-07 22:04:00,Vakilabad,U02009,C0160,motorcycle,rain,7,643000,1.07,9.3,1.38,4.0,0,16.2
500527,2026-02-07 22:10:00,Punak,U00374,C0096,motorcycle,clear,4,618000,1.75,6.1,2.86,4.0,0,17.3
503016,2026-02-08 10:57:00,Punak,U01456,C0156,motorcycle,clear,1,132000,1.88,6.4,2.11,4.0,0,12.8
510537,2026-02-08 10:59:00,Saadatabad,U02854,C0130,motorcycle,clear,5,707000,2.66,6.4,4.23,3.0,26000,22.7
509008,2026-02-08 11:16:00,Saadatabad,U01748,C0170,motorcycle,rain,3,219000,3.58,4.6,9.29,2.0,0,39.5
501269,2026-02-08 11:29:00,Punak,U02836,C0003,motorcycle,clear,1,94000,1.51,4.8,2.0,5.0,19000,13.3
502121,2026-02-08 12:09:00,Saadatabad,U01527,C0147,bicycle,clear,5,425000,0.65,8.8,0.65,4.0,0,6.1
507120,2026-02-08 12:12:00,Punak,U02089,C0013,bicycle,snow,3,433000,2.47,5.4,5.06,2.0,0,30.7
505673,2026-02-08 12:38:00,Gohardasht,U01978,C0076,bicycle,clear,4,501000,2.38,5.7,2.98,4.0,0,19.3
509426,2026-02-08 12:55:00,Vakilabad,U01423,C0071,motorcycle,rain,4,341000,1.65,5.5,1.65,4.0,0,19.8
506815,2026-02-08 13:04:00,Gohardasht,U02914,C0012,motorcycle,clear,2,138000,2.41,3.8,2.85,4.0,0,18.3
509200,2026-02-08 13:09:00,Gohardasht,U00906,C0029,motorcycle,rain,4,464000,1.42,5.6,1.42,5.0,21000,19.5
504495,2026-02-08 13:29:00,Punak,U02357,C0098,motorcycle,snow,1,155000,0.3,9.0,0.46,4.0,0,17.5
501110,2026-02-08 13:42:00,Saadatabad,U01024,C0061,motorcycle,clear,3,277000,1.18,4.8,1.18,4.0,0,17.3
507202,2026-02-08 14:13:00,Gohardasht,U01594,C0181,motorcycle,clear,5,677000,3.54,7.9,3.54,3.0,0,24.1
511793,2026-02-08 14:33:00,Gohardasht,U01997,C0111,motorcycle,clear,6,378000,2.15,7.3,2.15,3.0,0,25.9
509775,2026-02-08 17:45:00,Vakilabad,U01850,C0024,motorcycle,clear,5,1101000,2.36,6.5,2.36,4.0,0,16.1
504146,2026-02-08 17:59:00,Gohardasht,U02753,C0141,motorcycle,clear,7,856000,2.52,8.8,2.76,4.0,0,18.5
